,Title,Location,Company,Link,Description,Immigration,Relocation,Health Job,result_train
306,Applied Scientist,"Seattle, WA",Amazon,https://www.linkedin.com/jobs/view/applied-scientist-at-amazon-1840623534?refId=915ea04b-faa2-42e5-80ae-6231d447367b&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionThe Selection team decides what is being sold by Amazon.com. As one component of the famous Amazon Flywheel, Selection is strategically important to our topline growth. We are responsible for thought leadership and innovation to improve the existing and develop new solutions for optimizing Amazonâ€™s selection, better serving our customers. We build the models to make these selection decisions, driven by signals such as historical search and sales data, understanding of item economics, and product substitutability and complementarity.You will partner with data scientists and engineers to propose, prototype, analyze, implement and deliver to production a variety of data science initiatives. You will build models to make statistical inferences about customer purchase behavior. You will propose, prepare, execute and communicate the results of experiments that measure causal effects of selection changes. You will create and beautifully present metrics that deepen our understanding of how customers interact with our selection. In collaboration with others, you will run, deeply understand and improve data science pipelines that distill raw time series data into measures of customer preference. You will translate our collected knowledge about customer satisfaction and business outcomes into optimization models that decide what Amazon sells.In Amazon, everything operates at world scale. You will gain hands-on experience with big data technologies that handle the volume, development processes that supply the robustness, and recent modeling techniques that cut through the complexity. You will be inspired by and participate in the rich scientific community centered around Amazonâ€™s unparalleled universe of econometric questions.Basic Qualifications PhD in Computer Science, Statistics, Operations Research or related field 2+ or more years of experience in industry research and development; or equivalent academic experience Fluency in Python, R, or other scientific computing language Excellent communication skills, oral and written, and ability to work collaboratively Independence and agility in developing prototype code under ambiguityPreferred Qualifications Experience with causal inference, econometrics, or inferential statistics Experience in supply chain optimization and/or operations research Experience with optimization software like CPLEX, Xpress or Gurobi Research track record in area relevant to business data scienceCompany - Amazon.com Services LLCJob ID: A1132205",Yes,,,N
307,Applied Scientist,Greater Boston,Amazon,https://www.linkedin.com/jobs/view/applied-scientist-at-amazon-1840626163?refId=915ea04b-faa2-42e5-80ae-6231d447367b&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionThe Alexa Search organization is enabling Alexa to answer any question from content anywhere on the web.Weâ€™re looking for a passionate, talented, and inventive Scientist to help build industry-leading ML technologies that help provide the best-possible experience for our customers. You will leverage Amazonâ€™s heterogeneous data sources and large-scale computing resources to develop new features, predict key user behaviors and deliver automated decisions, both offline and in real time.Basic Qualifications Bachelor or Master's degree in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience. 4 years Experience with Python, R, SAS, Matlab or other statistical/machine learning software. Experience applying various machine learning techniques, and understanding the key parameters that affect their performance. Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships. Have a history of building systems that capture and utilize large data sets in order to quantify performance via metrics or KPIs. Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. Have a history of delivering results, taking analysis to implementation.Preferred Qualifications PhD in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience. 5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques. Previous experience in a ML or data scientist role with a large technology company.Amazon is an Equal Opportunity-Affirmative Action Employer â€“ Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationCompany - Amazon.com Services LLCJob ID: A1035845",Yes,,,Y
308,Associate Scientist- Electron Microscopy,"Memphis, TN",St. Jude Children's Research Hospital,https://www.linkedin.com/jobs/view/associate-scientist-electron-microscopy-at-st-jude-children-s-research-hospital-1840615098?refId=915ea04b-faa2-42e5-80ae-6231d447367b&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"OverviewThe Cell and Tissue Imaging Center at St. Jude Childrenâ€™s Research Hospital is looking for a talented and driven electron microscopist to join the Center at the Associate Scientist level.The electron microscopy facility houses a Thermo Fisher Scientific F20, a Helios FIB/SEM and a Teneo VolumeScope SEM as well as a variety of equipment for sample preparation including Leica tissue processors and ultramicrotomes, equipment for low temperature processing and multiple vacuum evaporators. The facility is funded by the Hospital and is utilized by faculty from across the research departments, providing world class imaging to the investigators at St. Jude. Staff members in the Center collaborate with investigators on a variety of research projects from standard tissue pathologies through three-dimensional imaging projects by electron tomography or volume SEM and have the opportunity to participate in development of techniques and protocols to drive St. Judeâ€™s research forward.This position requires experience in biological electron microscopy. Skill sets in volume SEM (scanning block face SEM, array tomography, and FIB/SEM) and/or high pressure freezing and freeze substitution are highly desirable. Minimum Education  Bachelor's degree in an appropriate scientific field is required. Minimum ExperienceResearch Lab Specialist A minimum of eight (8) years of relevant post-degree work experience, with at least five (5) years at the Sr. Research Tech level, is required with a Bachelor's degree  A minimum of seven (7) years of relevant post-degree work experience, with at least (5) years at the Sr. Research Tech level, is required with a Master's degree  A minimum of four (4) years of relevant work experience including post-doctoral and/or technical staff experience is required with a Ph.D Associate Scientist A minimum of fifteen (15) years of relevant post-degree work experience is required with a Bachelor's degree, with at least seven (7) years at the Research Lab Specialist level  A minimum of fourteen (14) years of relevant post-degree work experience is required with a Master's degree, with at least seven (7) years at the Research Lab Specialist level  A minimum of nine (9) years of relevant work experience including post-doctoral and/or technical staff experience is required with Ph.D.  What We Offer   EEO Statement St. Jude is an Equal Opportunity EmployerNo Search FirmsSt. Jude Children's Research Hospital does not accept unsolicited assistance from search firms for employment opportunities. Please do not call or email. All resumes submitted by search firms to any employee or other representative at St. Jude via email, the internet or in any form and/or method without a valid written search agreement in place and approved by HR will result in no fee being paid in the event the candidate is hired by St. Jude.OptionsApply for this job online ApplyShareEmail this job to a friend ReferSorry the Share function is not working properly at this moment. Please refresh the page and try again later.Share on your newsfeed Stay connected We're breaking new ground at St. Jude. Stay up-to-date on our latest news and career opportunities in the areas you're most interested in by becoming a St. Jude Careers Insider .Search all St. Jude Jobs , including postdoctoral research fellowships, clinical fellowships and faculty appointments.",,,,N
309,"Associate Scientist, Oncology","Palo Alto, CA",Ascent Services Group,https://www.linkedin.com/jobs/view/associate-scientist-oncology-at-ascent-services-group-1886558159?refId=915ea04b-faa2-42e5-80ae-6231d447367b&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Associate Scientist, OncologyRedwood City, CA, USPosition SummaryThe Associate Scientist will work in a collaborative cross-functional team environment, perform experiments, help record, organize and analyze results, communicate effectively and present findings in team meetings. He/she will execute and monitor in vivo experiments, including sample acquisition and processing, as well as execute ex vivo and in vitro experiments.Key Responsibilities General rodent husbandry and colony management including rodent receipt and tracking, feeding, watering, and bed changes when necessary Execution of tumor studies including tumor inoculation, rodent randomization, compound administration, tumor and body weight measurement, and animal wellbeing assessment Dose rodents with Client compounds to test for anti-tumor efficacy (intratumoral, IP, IV, PO, SC routes) Perform live and terminal sample collection including submandibular, retroorbital, and/or tail vein blood collection, cardiac puncture, tumor and lymphoid tissue harvesting Closely collaborate with functional areas to support program goals and milestones Tumor cell line culturing Assist in sample processing (single cell isolation, tissue homogenization) and post-processing sample analysis (e.g. preparation of samples for flow cytometry) In vitrocell culturing and cell-based immunological assays Help develop and implement new laboratory standard operating procedures (general lab, in vitro, and in vivo SOPs) Present at group meetings Requirements BS in Biology or a related field with 4+ years of relevant experience or Ph.D. in related field with 2+ years of relevant experience required Experience with dosing routes (IP, IV, PO, SC) and extensive experience with in vivo tumor models and ex vivo sample acquisition is a must Experience with in vivo data capture software (e.g. Studylog), ex vivo immunological assays, and/or flow cytometry a plus Willingness to learn new skills (in vitro and in vivo) Strong organizational and communication skills are essential Ability to travel up to 5% of the time domestically and internationally",,,,N
310,Principal Applied Scientist,"Cambridge, MA",Amazon,https://www.linkedin.com/jobs/view/principal-applied-scientist-at-amazon-1877013931?refId=915ea04b-faa2-42e5-80ae-6231d447367b&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionAlexa Machine Learning is looking for an experienced science leader to head a team of talented and passionate applied scientists in the field of Natural Language Processing (NLP). A successful candidate will have strong foundations in mathematics, statistics and machine learning with exceptional communication and leadership skills, and a proven track record of delivery under tight deadlines. Hands-on experience with large-scale, state-of-the-art automatic speech recognition, natural language understanding or other natural language processing systems is a plus.Our mission is to push the envelope in NLP, in order to provide the best-possible experience for our customers. As an Applied Scientist, you will lead a team of exceptional scientists to develop novel algorithms and modeling techniques to advance the state of the art in spoken language understanding. Your work will directly impact our customers in the form of products and services that make use of speech and language technology. You will leverage Amazonâ€™s heterogeneous data sources and large-scale computing resources.Basic QualificationsGraduate degree (MS or PhD) in Electrical Engineering, Computer Science, or Mathematics. More than 6 years of industrial/academic experience in data science, machine learning or a related field. Demonstrated use of modeling and optimization techniques tailored to meet business needs. Experience with leadership of experienced scientists as well as a record of developing junior members from academia/industry to a career track in a business environment. Familiar with programming languages such as C/C++, Java, Perl or PythonPreferred Qualifications PhD degree in Electrical Engineering, Computer Science, or Mathematics. More than 10 years of industrial/academic experience in building speech recognition and natural language processing systems (e.g. commercial speech products or government speech projects) Demonstrated experience to manage an industrial research team for at least 3 years. Excellent written and verbal communication skills Solid track record of thought leadership and contributions that have advanced the fieldAmazon.com is an Equal Opportunity-Affirmative Action Employer â€“ Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationCompany - Amazon.com Services LLCJob ID: A1073180",Yes,,,N
311,AI Software Engineer (games!),"Los Angeles, CA",Carbonated Inc.,https://www.linkedin.com/jobs/view/ai-software-engineer-games%21-at-carbonated-inc-1769791189?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"WHO WE ARE  Carbonated is a games studio based in El Segundo, CA and only a 15 minute walk to the beach. The company was founded in 2015 by industry veterans whoâ€™ve built and run some of the biggest games in the world at companies like EA, Sony, Zynga and Blizzard. Our aspiration is to build a company where people want to spend their entire careers.  Our culture is largely based around a shared love of playing and building games as well as continuously learning and experimenting together. Unsurprisingly, we're focused on folks who share our key values:  TalentÂ (you're a subject matter expert and amazing individual contributor!) AttitudeÂ (you want to win! sure, experience is important, but thatâ€™s only part of what makes a great contributor, great) Willingness to try new (and sometimes scary) thingsÂ (so we can ship something we're all proud of!)  Right now weâ€™re fortunate enough to be working on our dream game, a real-time social pvp battler (think if The Division had a baby with Eve Online) with a few fun twists! WHAT YOUâ€™LL DO Work with the CTO and gameplay engineers to craft world class Game AI technologies, systems, and architectures. Work closely with the design team to develop new AI behaviors, dynamics, and interactions. Â  Youâ€™ll write code:  design, build, test, and debug client-side game features and systems Youâ€™ll research:  New games, prototypes, technologies, gameplay ideas, etc. Youâ€™ll push and challenge:  Everyone.  Juniors, mid-levels, seniors, and ... beyond WHO YOU ARE Above all else, making games is your jam A Software Engineer with a specific focus on Game AI.  Seeing characters come to life and do interesting & fun things is what gets you up in the morning. Someone who wants to take creative risks and enjoys finding clever solutions to difficult problems At your best when working with others Not afraid to speak up, take critique, or push for and take charge of something you passionately believe in Possess a sense of humor - weâ€™re not kidding Is this all you?  It is?  Well then, weâ€™d like to hear from you WHATâ€™S REQUIRED Youâ€™ve built AI for multiple shipped games, with experience in character behaviours, pathing, squad tactics, etc 5+ years Software Development experience in C/C++ Experienced in Object-Oriented Software Design & Implementation Experience with native engines:  Unreal, CryEngine, Lumberyard and/or proprietary engines Strong math skills with emphasis on 3D math, linear algebra and statistical methodologies Proficient with data structures and algorithms Capable of collaborating across different disciplines to design & implement effective solutions Ability to own a project from beginning to end Proficient in Agile/Scrum development Degree in Computer Science, Math or AI-related discipline(s) You enjoy playing games when you can WORST & BEST PARTS OF THE JOB  We work very hard We're making something new which has the chance to be massive (also, we offer competitive benefits like Nearly Unlimited PTO) EXTRA CREDIT You like working on a small team that works fast and iterates often Youâ€™re not afraid to roll up your sleeves and really dig in to make something awesome You think working in a cool building near the beach sounds like fun You like human-powered & electric bikes/Onewheels, dogs and/or kids  SOUND LIKE YOU?  Really? Awesome! Send your resume and cover letter to jobs@carbonated.com!  Carbonated is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. If you require assistance or an accommodation due to a disability, please let us know so we can make your visit with us as enjoyable as possible.",,,,Y
312,AI/Machine Learning developer,"York, AL",Nueva Solutions Inc.,https://www.linkedin.com/jobs/view/ai-machine-learning-developer-at-nueva-solutions-inc-1886877549?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Job title AIMachine Learning developer Location NYC Downtown Primary Job DescriptionHands on experience with Python , Multithreading , Rest APIExperience with using and having an in-depth understanding of AIML Algorithms, Neural Networks ( Keras, Tensorflow, PyTorch, etc.)Experience with NLP Libraries ( Standford, Spacy)Should have ability to incorporate NLP and ML into full-stack , user facing applicationsShould be able to think out-of-box and develop algorithms for complex problem solutionExperience with all parts of Data Engineering ( Data Mining, Data Processing, Data Cleaning, Data Modeling)Should have strong Data Analyzation and Visualization skillsHelp identify new data science methods worth exploring, determine the processes and techniques to implement",,,,Unk
313,Artificial Intelligence Software Engineer,"Auburn Hills, MI",Dura Automotive Systems LLC,https://www.linkedin.com/jobs/view/artificial-intelligence-software-engineer-at-dura-automotive-systems-llc-1862493441?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"The ideal candidate will have experience in Artificial Intelligence, Neural Network, Machine Learning as well as general automotive development and launch experience with embedded software. This position offers the opportunity to join a group in its formative stages and to participate in the establishing of the direction of the group.The role will involve all levels of product development from participating in strategic planning for the group, supplier / partner selection, initial concept creation and stages of development through to production launch. It will involve interfacing with a variety of groups including electrical engineering, mechanical engineering and manufacturing, as well as customers and suppliers / technical partners.This is a unique opportunity to join a group in its early stages to shape the future direction and growth of that group.Job DescriptionParticipate in strategic roadmap development for the group.Design and develop Artificial Intelligence based algorithms using CNN, RNN, etc.Train, validate and test neural network models.Port a neural network models to an embedded target.Develop MISRA / Automotive SPICE compliant embedded software.Integrating ADAS algorithms into Duraâ€™s proprietary architectureParticipate in high level Software/AI Algorithms design.Assist in debug existing software.Assist in software unit testing.Participate in design and code reviews.Support Investigating and evaluating new technology.Assist in selecting software development tools.Assist in developing software test plans.Job RequirementsWith 3+ years of experience in Artificial Intelligence and Software programming in embedded C Language.Exposure to programming languages (C, C++, Python)Exposure to development in Linux environment.Knowledge in Artificial Intelligence, Neural Network, Machine Learning.Machine vision and robotics knowledge and/or experience a plus.Libraries: OpenCV, OpenGL, TensorFlow, Caffe.Ability to work independently and as a part of a wider team.Should have excellent analytical and math skills.Ability to perform software design for an embedded system.Ability to develop code from software design.Ability to debug existing software.Experience in debugger tools.Support software integration and troubleshooting. EducationBachelor - Electrical Engineering/Electronics Engineering, Computer Engineering, Computer Science (minimum).Master degree is a plus.The above statements are intended to describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and requirements of personnel as classified.DURA Automotive Systems is an Equal Opportunities Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.About Dura Automotive SystemsDURA Automotive Systems is a global automotive supplier specializing in the design, engineering and manufacturing of innovative solutions that propel the vehicle development initiatives of automakers. DURA is focused on advancing global sustainability technology in three core areas:Driving fuel economy improvement through vehicle lightweighting and intelligent mechatronicsAdvancing safety through innovative structural vehicle architectures and advanced driver control solutionsPreserving our environment through sustainable manufacturing practicesThe companyâ€™s products include mechatronic control systems, including shift-by-wire systems; electronic systems, including actuators and Advanced Driver Assist Systems (ADAS); lightweight structural body systems, including aluminum closures; and exterior systems, including window systems and exterior trim.DURA is headquartered in Auburn Hills, Michigan, USA; with global sales of $1.4 billion. The company has 9,400 employees worldwide and operates 36 facilities in 14 countries.Duraâ€™s Core Four Guiding Principles IncludePerformance Driven CultureExcellence in Quality, sustainability and customer experienceLeading-edge technology and innovationSustained financial health and profitable growthThe above statements are intended to describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and requirements of personnel as classified. DURA Automotive Systems is an Equal Opportunities Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Join a winning culture of inclusion and opportunityâ€¦.Whether beginning your career journey or joining to expand your career development, DURA offers a working environment rich in entrepreneurism, innovative thinking and teamwork. Our flat organization structure encourages all employees to contribute with fresh ideas that drive opportunity and reward.Competitive compensation and benefits Patent reward program Continuous training Employee recognition programsIf you are interested in applying for this position, please visit the following link:http://www.duraauto.com/dura-careers/search-jobsIf you are a qualified individual with a disability or a disabled veteran, you have the right to request a reasonable accommodation if you are unable or limited in your ability to use or access: http://www.duraauto.com/dura-careers/search-jobs as a result of your disability. You can request a reasonable accommodation by sending an e-mail to duracareers@duraauto.com or via fax to: 248-475-4338. In order to quickly respond to your request, please use the words ""Accommodation Request"" as your e-mail subject line or fax title.",,,,Y
314,Application Software Developer,"Rancho Cordova, CA",Centene Corporation,https://www.linkedin.com/jobs/view/application-software-developer-at-centene-corporation-1886679729?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"ProfessionalPosition Purpose Design, build, test and maintain scalable and stable off the shelf application or custom built technology solutions to meet business needs Participate and contribute in the entire implementation process for new applications and enhancements to existing applications Provide input on the overall solution design Build and test applications Meet with business partners to understand business needs Conduct root cause analysis and implement basic performance tuning Responsible for ensuring solution meets business needsEducation/Experience Bachelor's degree in Computer Science, MIS, related field or equivalent experience. 0-2 years of experience in the field or in a related area. Completion of a technical training program (e.g. LaunchCode, FDM, etc.) may be considered in lieu of a Bachelorâ€™s Degree. Healthcare experience a plus. Software development experience. Experience with Java Script. Experience in Web development using HTML, XLM, XSL, XSLT, jQuery, CSS and AJAX. Understanding of Agile methodology.Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",,,,Y
315,Software Engineer â€“ Mobile Application Development,"Golden, CO","Allegion, PLC",https://www.linkedin.com/jobs/view/software-engineer-%E2%80%93-mobile-application-development-at-allegion-plc-1887147068?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Creating Peace of Mind by Pioneering Safety and SecurityAt Allegion, we help keep the people you know and love safe and secure where they live, work and visit. With more than 30 brands, 11,000+ employees globally and products sold in 130 countries, we specialize in security around the doorway and beyond.We are looking for a passionate software engineer who's currently focused on mobile platforms (iOS primarily). Youâ€™ll collaborate with internal teams to extend security technology capabilities into mobile applications while working in a dynamic, Agile development process. Ultimately, you should be able to design and build upon the current iteration of our offerings while crafting the next generation of IoT mobile applications, SDKs, and APIs. Our job isnâ€™t done when features launch - we monitor feedback and generate ideas which ultimately improve our products. We hold ourselves and teammates accountable and collaborate to get the job done as a team.About YouYou bring sound software engineering fundamentals, a diverse level of experience, and strong analytic and problem-solving abilities. You research complex issues and develop sound solutions. You demonstrate experience crafting high quality native mobile applications using OO architecture and design. You own projects to completion and are comfortable making the necessary difficult decisions. You understand developing stellar products is a continuous trade-off between building the right thing, and building the thing right. Do you have a passion for writing clean, intuitive code? Do you enjoy keeping up-to-date with new technologies? Can you offer insights that help the team succeed? Are you excited to exemplify a sense of software craftsmanship?If this position sounds exciting please apply. Your specific background is less meaningful than your engineering fundamentals and a desire to learn, build, and grow within the IoT and mobile software engineering space.Required You have strong proficiency in OBJ-C, Swift and developing on the iOS platform (3+ years) 5+ years of mobile application development experience A strong sense of software craftsmanship and a focus on quality Experience and understanding of software design patterns Strong experience with mobile relational data stores Experience/comfortable with Agile/scrum development processes and methodologies Good communication and written skills System level debugging skillsBonus (nice To Have But Not Required) Experience with mocking frameworks Experience with Azure DevOps, CI builds Techniques to achieve high quality user experience. Bachelor's degree (Engineering related - not required) Experience consuming REST APIs from mobile applications Experience developing with Bluetooth and/or BLE on mobile devices Experience with interfacing to hardware device and/or home automation products Polyglot programming experience/desire (database, web, API, Java, Kotlin, C#, IoT, cloud, security, architecture)Why You'll Love Working With UsWe have a lively and diverse culture that collaborates, supports, and even makes espresso for each other. Every day is â€œCasual Fridayâ€™ and we love to bring our dogs to work. Take advantage of the workout facility with free-weights, machines, cardio equipment, and private showers. Our office is in an attractive location set against the foothills - minutes away from an indoor climbing gym, fossil-trace golf course, lookout mountain, and dozens of miles of hiking & biking.We Celebrate Who We Are! Allegion is committed to building and maintaining a diverse and inclusive workplace. Together, we embrace all differences and similarities among colleagues, as well as the differences and similarities within the relationships that we foster with customers, suppliers and the communities where we live and work. Whatever your background, experience, race, color, national origin, religion, age, gender, gender identity, disability status, sexual orientation, protected veteran status, or any other characteristic protected by law, we will make sure that you have every opportunity to impress us in your application and the opportunity to give your best at work, not because weâ€™re required to, but because itâ€™s the right thing to do. We are also committed to providing accommodations for persons with disabilities. If for any reason you cannot apply through our career site and require an accommodation or assistance, please contact our Talent Acquisition Team.Allegion is an equal opportunity and affirmative action employerAllegion is an equal opportunity and affirmative action employer. Privacy PolicyÂ© Allegion plc, 2014 | Block D, Iveagh Court, Harcourt Road, Dublin 2, Co. Dublin, IrelandREGISTERED IN IRELAND WITH LIMITED LIABILITY REGISTERED NUMBER 527370",,,,Y
316,Application Developer,"Englewood, CO",Toastmasters International,https://www.linkedin.com/jobs/view/application-developer-at-toastmasters-international-1862613080?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Toastmasters Internationa is hiring two permanent, full-time Application Developers. To read the full job description and apply, go to: https://chm.tbe.taleo.net/chm02/ats/careers/v2/viewRequisition?org=TOASTMASTERS&cws=38&rid=420.Desired Skills and ExperienceC#, ASP.NET MVC, Microsoft SQL Server, LINQ and Entity Framework, Agile, Microsoft Dynamics 365, JavaScript, AJAX, CCS, MVC, HTML, XML, JQuery, Angular, Bootstrap, Git, TFS/VSTS/Azure DevOps, Sitecore, OData",,,,Unk
317,Applications Developer,"Bethesda, MD",Leidos,https://www.linkedin.com/jobs/view/applications-developer-at-leidos-1807258414?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionJob Description:Leidos is looking for an applications developer for a position in the Bethesda, MD area. This position requires an active TS/SCI with Polygraph in order to be considered.This is a challenging position for a developer to work on a new, high-profile, large scale application. This candidate will work with a team of software developers to rapidly build and deploy a demonstration capability, while simultaneously supporting the program office to specify and design the final system. The development will take place in an iterative fashion using scrum techniques with inputs from multiple stakeholders. Development team will rapidly grow into a large scale, enterprise development effort. This position will require exceptional flexibility and technical skills. The work will be done in a dynamic environment with multiple stakeholders and changing requirements. The candidate must have the ability to communicate with team leads and senior leadership, assess changes, and rapidly change direction in support of new and/or changing requirements.This Effort Will Include a Variety Of Activities, Including Assisting with developing data ingestion/Extract, Transform, Load (ETL) systems and large scale, high performance repositories. Participation in iterative software development teams with adherence to all reporting requirements. Meeting with stakeholders, analyzing requirements, developing user stories and related artifacts, and translating these into software development tasks. Designing, developing and testing code for the demonstration capability. Development of technical documentation and briefing materials to support program status reviews, control gates, and other presentations as directed by program management.Mandatory SkillsRequires BS degree and 2 â€“ 4 years of prior relevant experience or Masters with less than 2 years of prior relevant experience. Years of experience are acceptable in lieu of a degree.Demonstrated experience with a web browser-based User Interface.Demonstrated experience developing applications using Java; SQL.Demonstrated experience with standard data exchange like XML, JSON, YAML, etc.Desired SkillsDemonstrated experience participating in Agile software development teams using Scrum.Demonstrated experience developing enterprise applications hosted in a cloud environment.Demonstrated experience with development and deployment of applications that cross security domains.External Referral BonusEligiblePotential For TeleworkNoClearance Level RequiredTop Secret/SCI with PolygraphTravelNoScheduled Weekly Hours40ShiftDayRequisition CategoryProfessionalJob FamilySoftware DevelopmentLeidos is a Fortune 500Â® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",No,,,Y
318,Deep Learning Platform Software Developer,"Palo Alto, CA",Amazon,https://www.linkedin.com/jobs/view/deep-learning-platform-software-developer-at-amazon-1840626074?refId=e4fbfbb4-44a1-435b-a8f6-4624d827776c&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"DescriptionAt AWS AI, we want to make it easy for our customers to deploy machine learning models on any endpoint in the cloud or on edge devices. Just as SageMaker provides a complete set of services to simplify the task of building and training a model, Neo provides an inference engine that is designed to run any machine learning model on any hardware.Neo optimizes machine learning models to perform at up to twice the speed of the original framework with no loss in accuracy. Upload a pre-trained model built with MXNet, TensorFlow, PyTorch, or XGBoost to your S3 bucket, choose your target hardware platform from Intel, NVIDIA, or ARM, and with a single API call, SageMaker Neo optimizes the model, converts it into an executable module, and returns it to your S3 bucket. The free open source Neo runtime uses less than 100th of the space of the framework to run the model on the target hardware.The SageMaker Neo team is growing rapidly to keep up with growth in customers and their requests. We are hiring well-rounded applied scientists and software developers with backgrounds in machine learning, compilers, systems, and AI accelerators. If have worked on HPC and performance tuning, you will enjoy working on the breadth of ML applications that we optimize.As a deep learning platform developer, you will create systematic approaches to improve the performance of deep learning inference. You will help develop the compilation service and runtime for machine learning. The work offers an extremely broad set of opportunities to work as a full stack SDE with exposure to multiple AI applications, ML frameworks, models, compilers, systems SW, and various AI hardware including ARM, Intel, AWS Inferentia, and NVidia.Join the Amazon SageMaker Neo team to help AWS customers deploy machine learning models in the cloud and on edge devices at scale in production. Work on an open source industry-standard compiler and runtime for machine learning that is already deployed on over 20 million devices.Basic Qualifications Master's Degree in Computer Science or Engineering 10+ years of software development experience in high performance computing, machine learning, big data analytics, or related areasPreferred Qualifications Proven ability to develop and deliver an optimizing compiler for high level / domain specific programming language 10+ years technical leadership role in machine learning, HPC or related areas PhD in Computer ScienceAmazon is an Equal Opportunity-Affirmative Action Employer â€“ Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationCompany - Amazon.com Services LLCJob ID: A1035193",Yes,,,N
