title,company,location,desc_raw,desc_visa,sponsor
Oracle PL/SQL Developer,Galaxy Solutions,"Somerset, NJ","What You Will Do* Analyze business requirements, propose, design and implement technical solutions* Responsible for design and development of data architecture and ETL data-flows in support of enterprise risk management, analytics and reporting* Work effectively with the DBA teams to ensure that all approved development and deployment procedures are followed.* Provide production support from development teams for existing systems, troubleshoot data and/or system issues* Identify root causes and resolve data related issues* Review and optimize query performanceSkills and Experience You Will NeedRequired* Extensive experience with database development tools (Oracle, Toad), ETL and integration technologies* Experience developing large scale systems* Experience developing interfaces to Oracle or other SQL-based databases* Experience working in controlled development, testing and production environments* Experience in Data Modeling, Data Warehousing, PL/SQL, ETL processing* Familiarity with development toolkits & source repositories SVN/GIT etc.* Sound understanding of RDBMS* Strong written and oral communication skills* Excellent problem-solving and quantitative skills* Aptitude for debugging problems in complex, unfamiliar code* Demonstrated ability to work as part of a team* Solid work ethic, self-driven with the ability to work with minimal supervision* Implement and maintain the database design* Create database objects (tables, indexes, etc.)* Write database PLSQL Packages, procedures, functions and triggers* Assist team members (Developers/QA/devops) with database activities* Tune database queries* Monitor application related jobs and data replication activitiesWho We AreGalaxE.SolutionsCelebrating 30 years of excellence, GalaxE has pioneered the use of automation to achieve enterprise business transformation and mission-critical change for some of the largest companies in the world. We are always looking for passionate, entrepreneurial-minded innovators and disrupters; game-changers that take ownership in the work they produce and bring it each and every day. Working with like-minded team members you will get a chance to discover, develop and use cutting-edge technologies to transform the way we deliver creative business solutions. Sound like you? Join us, and find out for yourself what it means for you, and your career, to be part of the GalaxE team. Let's build something, together. #WeAreGalaxE, #CoolAutomationEqual Opportunity Employer/Veterans/Disabled",check company stance,Unknown
Mid-Level Tableau Developer,ClearedJobs.Net,"Washington, DC","Job DescriptionWhat You’ll Get to Do:Provide Tableau Developer support to create standard and ad hoc reports from the NAVSEA Enterprise Warehouse for SEA 10 Corporate Operations and Total Force Directorate.Serve as the mid-level Tableau developer and key performer of data reporting and visualization efforts on the Enterprise Data Warehouse (EDW) in support of SEA 10.Core competencies for the role include: Tableau, Visual Design, Agile Development, Verification & Validation Data Analytics.Work with SEA 10 Data Analytics customer to gather/refine user requirements, validating requirements, using agile development practices to build design and build to the requirements, test and verify that product conforms to requirements, and ensure customer acceptance after delivery.Using Tableau, builds reports, dashboards, and metrics for EDW.Develop and maintain data catalogues, data cubes, queries, data visualizations, and reports. Work with client to maintain quality of Tableau products, ensuring consistent validation against source data and requirements through Lifecyle of the report/dashboard/metric.Provide in person and remote training to users and peers on Tableau platform features, capabilities, reports, dashboard, and metrics.Documents all requirements, development activities, tacit and implicit knowledge as a resource for users and the 10A team.You’ll Bring These Qualifications:3 to 5 or more years of professional and relevant experience.Ability to design and develop Tableau dashboards and active reports.Ability to apply agile development practices to requirements gathering and product development.Ability to design data visualizations for consumption and understanding by non-technical users.Ability to validate data and visualizations against requirements and source data.Ability to use SQL for selecting, summarizing, and reporting on data from a structured database.Strong ability to multi-task and organize work and schedules.Strong ability to communicate thoroughly and regularly with customers, supervisors, and peers.4-year degree in engineering, computer science, mathematics, or related majors.These Qualifications Would be Nice to Have:Experience in preparing analytical products including written analysis coupled with visualizations.Advanced knowledge of additional data visualization tool such as Qlik and Power BI, etc.Ability to develop presentations and reports on analysis with conclusions for consumption by leadership and line workers.Experience with COGNOS V11 a plus but not required.What We Can Offer You:We’ve been named a Best Place to Work by the Washington Post.Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.We offer competitive benefits and learning and development opportunities.We are mission-oriented and ever vigilant in aligning our solutions with the nation’s highest priorities.For over 55 years, the principles of CACI’s unique, character-based culture have been the driving force behind our success.Job LocationUS-Washington-DC-WASHINGTON DC CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.",check company stance,Unknown
SQL SSIS Developer (Profisee),Quest Solutions Pvt Ltd,"Clive, IA","Quest Solutions, Inc is looking for a Data Developer III (SQL SSIS) for a contract to hire role. Candidates must have Profisee experience and be able to convert to full time without sponsorship. Candidates can work onsite in Clive, IA, Duluth, GA, Fort Worth, TX, Rancho Cucamonga, CA, Charlotte, NC, and remote. Key Skills The core skill set that this individual needs is SSISSQL Development Skills Profisee is also required for this role - candidate must have experience with both the UI backend of Profisee Candidate will understand how data sources come in and the mappings, then they will work with the ETL tool to bring the data in Will understand the rules that can be configured in Profisee and how to apply those roles The role will be Profisee Workflow focusedFull DescriptionWe are seeking a talented Data Developer III to be a technology data developer that works independently and may play the role of technical lead on key strategic projects as related to data infrastructure, reporting, data triage, master data management, and other related data initiatives. This role serves as a team lead by mentoring all other levels of data. This position helps guide and mentor less experienced and skilled team members on technology industry standards, tools, and practices as well as design and implement best practices for data development. The Data Developer III partners closely with ETS (Enterprise TechnologyServices), business and operation teams. Responsibilities Serves as technical lead for strategic and enterprise level data driven projects. Collaborates with other areas of ETS as well as business units. Follows and advises on industry standards and advances on data driven technologies and tools. Helps design and implement best practices for the data development team. Guides and mentors other less tenured data developers and analysts. Creates enterprise level end-to-end data flow diagrams and logical data models. Develops and reviews complex SQL, T-SQL scripts, stored procedures, and SSIS workflows for various reporting and data development projects.Documents data development best practices, enterprise level data flow diagrams, and provides recommendations regarding technology tools, products and services in order to help keep our environment on the cutting edge of technology. Serves as technical advisor to database administrators in areas of database optimization, indexing and data retention. Leads data developer on key strategic projects. Develops and designs solutions with security as a critical design requirement for data, systems, and applications. Responsible for reporting risks that are identified to the appropriate team andor management. Additionally, responsible for managing, monitoring and reporting risks within the scope of your work area, to include, but not limited to Information Security risks.Qualifications College degree in CIS, Data Management, Data Analytics or equivalent training andor experience. 7+ yearsrsquo experience working in a data function or equivalent position where primary responsibility is working with data, database design and data development is the primary responsibility. Best practices for data development within a PCI environment. Experience with Profisee is required for this position. Ability to analyze enterprise level data sources and determine relationships between those sources as well as determine methodologies for integration with 3rd party data sets. Expertise in data warehousing and data modeling methodologies, tools and best practices. Financial industry knowledge. Agile methodologies. Expert knowledge of Profisee MDM workflow and matching strategies. Excellent communication skills and ability to translate the complex to simple and easier terms for business leaders and users of data. Expert knowledge of MS Office tools including MS Visio. Ability to lead large data driven enterprise projects. Must be detail focused. Must possess strong communication skills. Ability to coach, mentor and lead others in the ETS area.Ability to identify, recommend and set best practices for the data developer role.",candidates must profisee experience able convert full time without sponsorship candidates work onsite clive ia duluth ga fort worth tx rancho cucamonga ca charlotte nc remote,Unknown
Oracle Developer,Abacus Technology Corporation,"Manchester, TN","Abacus Technology is seeking an Oracle Developer to support customization and configuration for Oracle Work Asset Management modules and Oracle Business Intelligence. This is a full-time position at Arnold AFB.ResponsibilitiesCreate and maintain Oracle source code. Interface directly with the customer to determine expected application functionality, gather requirements, and suggest technical solutions for business issues. Create technical design specifications. Assist with the configuration of applications software. Analyze, code, and test software (both new and changes to existing programs) from design specifications. Validate that the finished product meets the functional requirements. Generate complete and accurate documentation for work based on program standards. Provide production support forOracleapplications including program analysis, testing and system enhancements. Identify applications bottlenecks and opportunities to optimize performance. Provide application support to include troubleshooting as necessary.Qualifications3+ yearsexperiencein Oracle PL/SQL (Procedural Language/Structured Query Language) and/or Oracle Business Intelligence developer tools. Bachelor’s degree in a related field. Oracle training and/or certificationsdesired. Experience withOracle Work Asset Management modules and/or Oracle Business Intelligence is desired. Experience migrating to newer versions ofOraclewith minimal disruption to business operations. Must be proficient in all aspects of the system life cycle and have an understanding of large-scale system development. Able to adapt to the customer environment and develop an understanding of the business. Able to analyze complex inputs and translate data into well-defined system requirements. Comfortable interactingwith clients and end users to assess current state of systems and architecture, as well as future needs. Attitude, adaptability, and ability to learn are paramount. Strong written and verbal communication skills. Must be a US Citizen and hold a current Secret clearance. Applicants selected will be subject to a U.S. government security investigation and must meet eligibility requirements for access to classified information. EOE/M/F/Vet/Disabled",must us citizen hold current secret clearance applicants selected subject us government security investigation must meet eligibility requirements access classified information e oe f vet disabled,Unknown
Quantitative Analyst,Calypso Technology,"New York, NY","Quantitative Analyst Company ProfileFounded in 1997, Calypso’s mission to pioneer innovative technology solutions that reimagine capital markets, making them more efficient, accessible and transparent has been attainable due to our outstanding employees. To continue our track record of growth we need the best talent from across the globe - those who desire to take the initiative, are self-directed learners and have a passion for solving our customers’ problems. We offer challenging opportunities to join a uniquely innovative, highly successful company that straddles the worlds of technology and finance.Job Description OverviewWe are looking for a Quantitative Analyst with a strong mathematical and computing background to develop robust quantitative analytics as part of our Financial Engineering team. This is a front office role and will involve developing and implementing production-grade analytics to be used by Calypso clients across the Front Office.Skills & Requirements  5+ years experience working as a quantitative analyst in derivatives analytics, all asset classes will be considered.   High performer with strong collaboration skills that can work well with the rest of our talented team.   Strong computing skills including experience in C++ or Java.   A craftsman-like approach to building analytics code that is used by our many clients. Comfortable with agile development, code reviews, unit testing and continuous integration.   Superb problem-solving ability and willingness to tackle complex client issues.   Why should you apply? With over 20 offices worldwide, market leading products and a customer base of the world’s top banks, asset managers, hedge funds and insurers, our team thrives on stimulating challenges and a global and diverse working environment. We offer excellent health and welfare benefits, fitness reimbursement, regular team and office events and a variety of career paths.If you have the drive, a winning attitude and a desire to make a difference then we invite you to apply today! Check out our open jobs here and connect with us on LinkedIn , Twitter and Facebook .Calypso Technology is an equal opportunity employer (EOE) and strongly supports diversity in the workforce. Calypso only accepts resumes from approved agencies who have a valid executed Non-Exclusive Master Staffing Agency Agreement on file. Please do not forward resumes to our applicant tracking system, Calypso employees, or send to any Calypso location. Calypso is not responsible for any fees or claims related to receipt of unsolicited resumes.",check company stance,Unknown
Trading Analyst,Great White Capital,"New York, United States","OverviewGWC is seeking an exceptional trading/quantitative analyst to join our blooming investments team. This person will work closely with our Founder & CIO in developing new trading strategies, improving our current methods and directly contributing to the management of GWC's equities and options portfolio. Experience with data science and machine learning is required. The candidate should have a passion for and experience in capital markets. This role presents an opportunity for entry and high level growth within a start-up and meritocratic fund. Our current strategies are accurately portrayed by trades posted on the firm's page in real-time and regularly. Please officially apply by directing your resume and short motivation/aspirations message to careers@greatwhitecap.com.Specific Responsibilities IncludeResponsibilitiesDirectly support CIODevelopment of data signaling modelsImplementation and testing of new trading strategiesRisk managementAnalyzing post-trades doing P&L analysis and portfolio reviewsDirectly contribute to the growth of the fundSkills & Experience RequiredQualificationsBachelor’s degree with a minimum of 2 years’ experience in financial services is preferredProficient in SQL, Tableau and one of the following: Python, RStrong statistics & probability knowledgeStrong Economics knowledgePrevious trading experience preferredAn entrepeneurial mind motivated to become a leader in the industryStrong communication skillsThe ability to be flexible and learnThe ability to identify high positive expected value opportunities and risksWhat we offerEarly entry in a start-up, technology oriented fund100% remote at firstPart-time, flexible schedule until the firm takes the next stepEventual equity in business, commensurate to member's value to the firmNo salary, no benefits in the beginning",check company stance,Unknown
"Research Analyst, Cupertino",Apple,"Cupertino, CA","SummaryThe people here at Apple don’t just build products — they craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.We develop programs and strategies that enable businesses to transform the way people work. To realize this goal, we build relationships, develop partner capabilities and programs—at all levels from from tactical to strategic. We collaborate closely with internal and external partners to craft plans that scale the business and adoption of the Apple ecosystem.We promote innovation and new technology to further improve Apple's hardware performance and user experience.The people who work here have reinvented and defined entire industries with the Mac, iPhone, iPad, Apple TV, Apple Watch, AirPods, HomePod and a multitude of groundbreaking Accessories. We have done the same with services, including iTunes, the App Store, Apple Music, and Apple Pay. The same passion for innovation that goes into our products also applies to our practices — strengthening our dedication to leave the world better than we found it. You should join us to help deliver the next amazing Apple product.For This Position, We Are Looking For Someone WhoThe Apple Worldwide Channel Research team is seeking an expert researcher to support research studies on customer experience. The team conducts studies across myriad topics on sales staff and consumers in Apple’s indirect sales channel using both quantitative and qualitative methods, and findings from the studies support cross-functional teams in sales and across countries and regions. Has experience conducting quantitative /qualitative research Has experience leading external research vendors Is an ultimate teammate who loves working with other researchers Is happy to flex and tackle an analyst role to support existing projects or an end-to-end project management role, whatever is needed Is comfortable presenting research to diverse groups of internal partners Understands the importance of dealing with change and ambiguity and welcomes the challenge of adapting to evolving needs of the businessKey Qualifications- Bachelor’s or advanced degree in social sciences or related field- 3-5 or more years of relevant job experience working in areas of consumer research, with direct experience in a research agency or managing research agencies a plus- Understanding of research principles, such as survey design, semi-structured interview design, sample size determination, randomization, etc.- Direct experience with market research methods such as consumer panel surveys, mystery shopping, focus groups, in-depth interviews, ethnography, etc.- Strong quantitative data analysis skills – you should know bivariate analyses such as Pearson’s correlation, t-test, chi-square, one-way ANOVA, etc., multivariate analyses a plus- Proficiency in SPSS or other similar statistical software- Experience with survey tools such as Qualtrics and SurveyGizmoWe’re a diverse collection of thinkers and doers, continually reimagining our products, systems, and practices to help people do what they love in new ways. This is a deeply collaborative place, where everything we create is the result of people in different roles and teams working together to make each other’s ideas stronger. That same passion for innovation that goes into our products also applies to our practices, strengthening our commitment to leave the world better than we found it.Description- Assist with all aspects of research projects including documentation of project requirements, request for proposal and statement of work, drafting research plan, project timeline, cost estimates, research design, development of study instruments (such as surveys and interview guides), recruitment and data collection, data quality control, analysis and reporting, and tracking project expenditures Manage external research vendors, including setting project requirements with vendors, training vendors on study procedures, monitoring vendors’ execution and quality, and directing vendors on any analytical or reporting support Conduct data analysis and craft reports and presentations with effective data visualization and clear takeaway messages for all types of audiences Communicate research to internal partners Work with other researchers on the team to coordinate on project objectives and logistics (timing, cost, etc.) and communications to partners regarding questions or requests for research or analytical supportEducation & Experience- A Bachelor's, Master's or PhD in social sciences or a related field, however, if you have relevant experience in a similar discipline you are encouraged to apply. Post graduate qualification would be an advantage.",check company stance,Yes
CTA Quant,WorldQuant,"New York, NY","Company OverviewWorldQuant is a quantitative asset management firm founded in 2007 and currently has over 600 employees spread across more than 26 offices in 16 countries. We develop and deploy systematic financial strategies across a variety of asset classes in global markets, utilizing a proprietary research platform and risk management process.We are seeking Senior Quants to co-lead WorldQuant’s expansion into commodity and futures trading.Job Responsibilities (include, But Not Limited To The Following) Meet with senior researchers and traders, the CIO and the CEO, to help organize the firm’s global research and trading efforts Manage research agenda Manage the acquisition and organization of knowledge in specialization area Allocate Researchers to projects Develop specifications for new simulator functionality based on research agenda and feedback from researchers and traders Meet with traders to evaluate research needs and provide input to development of trading system functionality Job Qualifications Have at least three years of experience at a top CTA with strong exposure to trading and research Possess a complete understanding of the CTA alpha development process Have exposure to back-testing methods and data issues Have experience / knowledge of trading related issues Possess a Ph.D. or M.S. degree from a top tier institution in Mathematics, Operations Research, Economics, Electrical Engineering, Computer Science, or Physics Have a superior critical thinking and analytical skills, combined with creativity, innate curiosity, and attention to detail Possess a relentless drive to succeed, supplemented by a strong work ethic Positions based in Old Greenwich, CT and New York, NY. WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.",world quant equal opportunity employer not discriminate hiring basis race color creed religion sex sexual orientation preference age marital status citizenship national origin disability military status genetic predisposition carrier status protected characteristic established applicable law,Unknown
Algo Execution Quant,Options Group,"New York, NY","We are working with a global leading systematic hedge fund looking for an algorithmic execution quant.   Description: This is a front office quant research role working on the analytics of algorithmic execution performance and generating new signals to improve execution quality. Researching and generating new ideas for the improvement of trade scheduling and smart order routing models used by various equity trading algorithms. Researching, developing, and implementing new algorithms. Leveraging machine learning and other emerging technologies for optimal trade execution. Creating dashboards and reports to allow others to interact with the data Working on market-impact and market microstructure research   Qualifications: Advanced STEM degree (statistics, mathematics, computer science, etc.) Machine Learning experience preferred but not required. Strong analytical skill set and ideally experience working with large data sets (structured or unstructured data). Knowledge of algorithmic trading (order books, volume forecasting, equity impact cost models etc.). Strong technical, quantitative and programming skills. Experienced with (Python, R, SQL, etc.). Experience with (or desire to learn) Hadoop/Spark or other related Big Data technologies is preferred. Strong communication skills and experience working with portfolio managers and traders strongly preferred Proficiency in data visualization tools such as Tableau, etc.",check company stance,Unknown
Quantitative Risk Analyst - Advanced Level,USAA,"San Antonio, TX","Purpose of JobWe are seeking Advanced Level Quantitative Analysts of various, specific banking skill sets to join our organization in multiple locations. High demand skill sets include Credit, Model Risk, and Risk Reporting & Automation, among others. Locations include San Antonio, Plano, Phoenix or Remote.Conducts and develops quantitative and analytic models, assessments and/or applications in support of risk management efforts that assess the market and identify risks and gaps in existing or proposed processes. Applies diverse methodologies and deep experience in a variety of disciplines to identify and solve complex and/or undefined risk problems. Works with leadership to remediate gaps and improvements identified between existing practices and regulatory requirements.Job RequirementsAbout UsaaUSAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.In each of the past five years, we've been a top-40 Fortune 100 Best Companies to Work For®, and we've ranked among Victory Media's Top 10 Military Friendly® Employers for 13 years straight. We embrace a robust veteran workforce and encourage veterans and veteran spouses to apply.ABOUT USAA RISK ManagementUSAA is a growing financial services company and the Risk Management function at USAA is an important part of this growth. It is an exciting time at USAA and in our Risk Management organization. We are a diversified team of Risk professionals, working across all lines of business across USAA operations (banking, insurance, investments) seeing the incredible growth first-hand. Working at USAA in Risk Management affords you the ability to be a part of USAA’s noble mission on a daily basis. We stand behind our 11 million members who rely on us every day.See what it's like to work for a company where your passion meets our purpose:USAA CareersUtilizes advanced analytics to assess future risk, opportunities, and effectiveness.Translates results into meaningful solutions to enhance decision making.May present findings to various levels of leadership.Applies advanced knowledge and industry best practices to quantify risk and aggregate exposures.Develops complex systems and programs that measure aggregate risk exposures.Engages in model validation and produces model validation reports Applies innovative and scientific/quantitative analytical approaches to draw conclusions and make recommendations to answer business objectives and drive change.Translates recommendations into communication materials to effectively present to colleagues for peer review and management.Applies advanced knowledge to produce advanced analytical material for discussions with cross functional teams to understand complex business objectives and influence solution strategies.Provides mentorship to other team members in the peer review process.Minimum ExperienceBachelor's degree in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline required.4 additional years of related experience beyond the minimum required may be substituted in lieu of a degree6 or more years related quantitative analysis experience in a discipline relevant to risk management to include statistical analysis, modeling, mathematics or other quantitative disciplineOr advanced degree/designation in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline and 4 or more years work experience in a quantitative discipline relevant to risk managementOr PhD in Economics, Finance, Statistics, Mathematics, or other quantitative discipline and up to 2 years work experience in a quantitative discipline relevant to risk managementSuccessful completion of an analyst assessment may be required.The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.At USAA our employees enjoy one of the best benefits package in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goalsRelocation assistance is available for this position.",check company stance,Unknown
Product Analyst,"LeanData, Inc.","Santa Clara, CA","As the leader in Lead-to-Account Matching, Routing and Marketing Attribution solutions, LeanData drives growth for business. We help many of the world’s fastest-growing enterprises automate, simplify and accelerate revenue.We are looking for a rock star Product Analyst with a track record for delivering data-based insights and impact. You are highly organized and have a background analyzing customer data, are able to communicate your findings and recommendations, and have an ability to drive actionable insights. You are comfortable with technical environments, work well with ambiguity, and are able to develop a deep understanding of product capabilities to drive your hypotheses, analyses, and recommendations.What You’ll Be DoingWork with cross-functional teams to help deliver data-driven insightsUnderstand LeanData product to drive product-driven insightsDesign and evaluate scalable approaches to deliver ongoing product and customer analyticsWork with the Product, Engineering, and Customer teams to deliver product monitoring metricsDrive product usage and customer engagement insightsCollaborate with the Product and Customer teams to make quantitative, evidence-based decisionsAssist with data-driven thought leadershipDefine analytics roadmap to balance long term insights with short term data needs and questionsRequirements1 - 3 years of enterprise business / data analyst / consulting work experienceHigh functional knowledge of Microsoft Excel and Google SheetsProven experience collaborating with cross-functional teamsStrong ability to driver user insights and understand user experience and behaviorSelf-motivated, curious learner who enjoys learning new systemsSolution oriented with ability to drive toward actionable insights and resultsExcellent oral and written communication skillsResourceful, detail-oriented, and highly organized problem solverProduct-minded and interest in customer behavior and insights as they relate to productSelf-starter who thrives under ambiguity in a fast-paced, deadline-oriented startup environment This role is based in-person out of our Santa Clara office. We warmly welcome into the LeanData family all persons without regard to ethnic and racial identity, indigenous heritage, national origin, religion, gender, gender identity, gender expression, sexual orientation, age, disability, marital status, veteran status, genetic information, or any other legally protected status.",check company stance,Unknown
Quantitative Risk Analyst - Advanced Level,USAA,"Plano, TX","Purpose of JobWe are seeking Advanced Level Quantitative Analysts of various, specific banking skill sets to join our organization in multiple locations. High demand skill sets include Credit, Model Risk, and Risk Reporting & Automation, among others. Locations include San Antonio, Plano, Phoenix or Remote.Conducts and develops quantitative and analytic models, assessments and/or applications in support of risk management efforts that assess the market and identify risks and gaps in existing or proposed processes. Applies diverse methodologies and deep experience in a variety of disciplines to identify and solve complex and/or undefined risk problems. Works with leadership to remediate gaps and improvements identified between existing practices and regulatory requirements.Job RequirementsAbout UsaaUSAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.In each of the past five years, we've been a top-40 Fortune 100 Best Companies to Work For®, and we've ranked among Victory Media's Top 10 Military Friendly® Employers for 13 years straight. We embrace a robust veteran workforce and encourage veterans and veteran spouses to apply.ABOUT USAA RISK ManagementUSAA is a growing financial services company and the Risk Management function at USAA is an important part of this growth. It is an exciting time at USAA and in our Risk Management organization. We are a diversified team of Risk professionals, working across all lines of business across USAA operations (banking, insurance, investments) seeing the incredible growth first-hand. Working at USAA in Risk Management affords you the ability to be a part of USAA’s noble mission on a daily basis. We stand behind our 11 million members who rely on us every day.See what it's like to work for a company where your passion meets our purpose:USAA CareersUtilizes advanced analytics to assess future risk, opportunities, and effectiveness.Translates results into meaningful solutions to enhance decision making.May present findings to various levels of leadership.Applies advanced knowledge and industry best practices to quantify risk and aggregate exposures.Develops complex systems and programs that measure aggregate risk exposures.Engages in model validation and produces model validation reports Applies innovative and scientific/quantitative analytical approaches to draw conclusions and make recommendations to answer business objectives and drive change.Translates recommendations into communication materials to effectively present to colleagues for peer review and management.Applies advanced knowledge to produce advanced analytical material for discussions with cross functional teams to understand complex business objectives and influence solution strategies.Provides mentorship to other team members in the peer review process.Minimum ExperienceBachelor's degree in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline required.4 additional years of related experience beyond the minimum required may be substituted in lieu of a degree6 or more years related quantitative analysis experience in a discipline relevant to risk management to include statistical analysis, modeling, mathematics or other quantitative disciplineOr advanced degree/designation in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline and 4 or more years work experience in a quantitative discipline relevant to risk managementOr PhD in Economics, Finance, Statistics, Mathematics, or other quantitative discipline and up to 2 years work experience in a quantitative discipline relevant to risk managementSuccessful completion of an analyst assessment may be required.The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.At USAA our employees enjoy one of the best benefits package in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goalsRelocation assistance is available for this position.",check company stance,Unknown
Quant Developer - Equity Derivatives,SEQ Technology LLC,New York City Metropolitan Area,"Mandatory Requirements:Solid understanding of the equity derivatives products space with in-depth experience working with an equity derivatives analytics librarySolid experience in C++ (experience with C++ 11 is mandatory)Demonstrable experience with JavaExperience with core infrastructure development such as: back-end, multi-threaded services, API to databases, etcPreferred Requirements:Experience with PythonExperience in other asset classes (FI, FX, etc)",check company stance,Unknown
Data Analyst,Comlinkdata,"Boston, MA","Reports to: VP of Data OperationsLocation: Boston, MAComlinkdata is seeking a quantitative, critical thinker with an insatiable curiosity to join theData Operations team as a Data Analyst. The Data Operations team is a critical component ofComlinkdata. They ensure our data is validated, the platform is working correctly and theyexplore opportunities to leverage new data sets to improve and create new products.The Data Analyst will support the Data Operations team by gathering data, analyzing ad hocreports, providing quality assurance and working jointly with the Client Services team toinvestigate data abnormalities. This candidate should be interested in working with large datasets in an “R&D skunkworks,” product development environment.ResponsibilitiesIncluding, but not limited to:Analyze and interpret data using statistical and business modelsIdentify correlations and trends in data, in addition to internal and external factors that could affect the results of our informationProvide input on how to integrate additional data sets from independent sources we can use to leverage our existing dataCollaborate with colleagues on ad hoc projects within the data science teams (Data ops and R&D)Validate data daily using external data and research (quantitative and qualitative)Troubleshoot data issuesCandidate ProfileRequired Skills3– 5 years of work experience (or comparable educational experience) in quantitativeanalysisProficient in Excel and SQLExperience with business and statistical modelingStrong critical thinking and problem solving skillsCreative and independent thinker with a desire to learn new technical skillsSuccess at working on cross-functional teams to meet a common goal Self-starter with a high sense of urgencyAbility to prioritize in a multitask environmentDesired SkillsKnowledge of PYTHON and VB a plus (or willing to learn)Knowledge of R, S-Plus, SAS, Stata, Gauss or Matlab a plus (or willing to learn)At this time, Comlinkdata will not sponsor a new applicant for employment sponsorship for thisposition.Candidates must upload a resume and cover letter to be considered.",data operations team critical component com link data ensure data validated platform working correctly explore opportunities leverage new data sets improve create new products data analyst support data operations team gathering data analyzing ad hoc reports providing quality assurance working jointly client services team investigate data abnormalities candidate interested working large datasets rd skunk works product development environment responsibilities including not limited analyze interpret data using statistical business models identify correlations trends data addition internal external factors could affect results information provide input integrate additional data sets independent sources use leverage existing data collaborate colleagues ad hoc projects within data science teams data ops r validate data daily using external data research quantitative qualitative troubleshoot data issues candidate profile required skills3 5 years work experience or comparable educational experience quantitative analysis proficient excel sql experience business statistical modeling strong critical thinking problem solving skills creative independent thinker desire learn new technical skills success working cross functional teams meet common goal self starter high sense urgency ability prioritize multi task environment desired skills knowledge python vb plus or willing learn knowledge r splus sas stata gauss matlab plus or willing learnat time com link data not sponsor new applicant employment sponsorship position candidates must upload resume cover letter considered,Unknown
